N,P,K,temperature,humidity,ph,rainfall,label
25.95,145.0,196.5,31.77,84.58,5.92,72.15,Grapes
17.63,128.21,200.96,31.79,83.9,6.39,69.83,Grapes
33.95,130.36,202.26,26.76,83.06,6.11,65.99,Grapes
16.57,133.14,195.78,32.07,83.59,6.08,67.2,Grapes
35.35,145.0,200.37,29.34,82.75,6.13,69.7,Grapes
24.74,138.16,205.0,13.1,82.37,5.7,73.98,Grapes
20.59,123.48,201.6,39.83,83.33,6.05,71.02,Grapes
35.61,127.04,199.72,21.15,81.04,5.92,72.77,Grapes
29.25,136.53,200.37,29.45,81.5,5.92,70.48,Grapes
27.08,134.5,199.65,21.79,86.45,6.23,71.03,Grapes
23.25,129.68,199.67,27.49,80.15,5.61,68.41,Grapes
26.55,131.0,203.7,12.4,81.56,6.38,70.33,Grapes
31.64,145.0,198.27,24.16,82.16,5.51,69.22,Grapes
31.61,135.88,201.55,21.81,81.68,6.32,68.76,Grapes
27.21,133.52,203.65,33.26,80.88,5.7,71.45,Grapes
24.52,129.66,202.54,26.59,82.57,6.19,69.06,Grapes
36.76,127.57,201.64,37.19,80.78,5.91,72.86,Grapes
33.68,131.43,198.16,33.13,83.98,5.71,66.99,Grapes
26.69,136.43,199.25,30.77,81.61,5.47,68.94,Grapes
25.47,130.78,197.1,9.57,81.86,6.22,73.14,Grapes
33.91,127.4,197.12,29.22,83.29,6.1,64.96,Grapes
18.5,132.31,201.22,31.52,82.68,6.08,70.21,Grapes
30.14,134.46,200.16,22.72,82.6,6.12,70.67,Grapes
27.86,140.89,200.66,19.48,83.6,5.66,67.3,Grapes
27.52,135.73,196.89,21.75,81.74,5.88,72.36,Grapes
30.3,132.38,198.64,13.53,84.28,6.15,68.23,Grapes
30.4,132.06,199.28,28.7,81.57,5.91,70.3,Grapes
21.25,136.68,204.67,18.59,80.42,5.5,69.62,Grapes
20.03,133.8,200.33,11.37,80.23,6.07,70.34,Grapes
21.81,122.14,201.18,35.81,82.85,5.79,70.11,Grapes
14.75,139.11,200.2,9.97,82.12,6.12,69.17,Grapes
22.93,124.85,201.42,19.49,79.8,5.91,72.45,Grapes
22.1,143.36,201.07,27.88,82.34,5.98,69.34,Grapes
22.73,135.82,197.66,15.85,81.1,6.51,71.33,Grapes
27.28,125.89,201.56,24.01,82.77,5.76,70.4,Grapes
21.82,127.71,201.84,11.93,83.21,6.17,67.8,Grapes
18.85,131.11,200.71,23.7,83.04,6.44,68.73,Grapes
12.14,137.66,204.21,28.34,81.14,5.97,67.2,Grapes
29.82,124.05,199.25,16.46,82.66,5.91,70.44,Grapes
25.17,126.33,201.57,24.59,81.26,6.56,71.19,Grapes
23.85,141.35,204.6,23.76,82.93,5.75,69.63,Grapes
23.51,133.66,200.83,29.76,82.8,5.7,67.65,Grapes
20.9,130.74,202.63,15.12,82.05,6.24,69.25,Grapes
28.45,131.63,200.64,23.06,83.33,5.61,69.09,Grapes
27.22,135.84,203.73,21.68,84.35,5.84,73.32,Grapes
31.13,126.79,200.77,24.56,83.28,5.94,69.23,Grapes
35.27,131.88,202.07,23.08,84.58,5.83,68.46,Grapes
36.43,129.72,204.0,32.58,82.31,5.55,69.95,Grapes
25.76,139.8,203.97,19.18,83.5,6.19,72.68,Grapes
28.74,120.36,199.61,15.18,82.25,6.25,70.76,Grapes
33.61,134.64,196.75,8.0,82.69,5.95,67.56,Grapes
12.25,127.91,199.51,30.66,82.74,6.4,67.41,Grapes
31.61,132.8,201.74,21.29,83.84,6.07,68.3,Grapes
24.91,131.0,201.22,14.97,82.46,6.1,70.08,Grapes
35.1,137.34,199.98,26.84,82.87,6.1,65.44,Grapes
22.74,123.22,203.2,24.48,82.26,6.22,71.06,Grapes
16.54,132.06,199.16,10.17,81.64,5.95,69.71,Grapes
13.88,139.7,199.74,25.32,83.0,5.8,71.14,Grapes
22.25,126.9,201.43,37.68,83.41,6.23,68.7,Grapes
13.02,141.81,205.0,38.11,82.08,5.71,67.34,Grapes
12.37,131.83,204.01,23.8,82.88,6.34,68.99,Grapes
40.27,144.95,199.67,20.09,83.37,5.91,67.11,Grapes
34.61,140.1,200.39,14.27,80.96,6.03,68.75,Grapes
96.59,23.89,51.83,26.53,82.52,6.41,53.79,Watermelon
104.48,27.08,51.05,26.89,86.35,6.77,48.38,Watermelon
100.14,23.19,54.03,26.05,84.79,6.84,39.04,Watermelon
85.78,21.76,50.04,25.95,85.16,6.64,45.93,Watermelon
105.7,23.72,53.05,27.01,85.61,6.57,42.38,Watermelon
94.69,16.29,52.63,25.04,86.99,6.5,49.11,Watermelon
102.49,15.06,48.93,24.22,84.38,6.38,47.42,Watermelon
104.17,21.62,50.58,26.25,86.44,6.43,47.69,Watermelon
103.13,21.09,53.49,26.39,83.65,6.47,53.36,Watermelon
110.68,23.37,49.84,24.56,82.5,6.57,51.71,Watermelon
89.01,17.78,51.58,24.64,87.76,6.41,56.29,Watermelon
94.67,11.08,48.85,25.43,84.03,6.45,51.67,Watermelon
98.29,17.09,45.73,25.79,84.78,6.9,45.3,Watermelon
81.92,21.36,50.87,24.74,81.18,6.88,57.07,Watermelon
75.13,14.64,54.16,25.14,83.77,6.43,44.4,Watermelon
82.95,24.08,45.39,25.69,87.22,6.14,45.38,Watermelon
112.13,20.83,48.46,26.4,88.02,6.57,45.5,Watermelon
95.87,19.29,49.53,26.2,81.18,6.13,50.9,Watermelon
95.08,13.58,45.58,25.51,84.87,6.66,50.34,Watermelon
98.67,24.86,46.72,25.9,80.82,6.29,43.94,Watermelon
107.82,17.09,49.97,24.67,84.25,6.31,51.92,Watermelon
90.09,25.81,45.81,24.9,89.19,6.39,43.43,Watermelon
102.19,14.53,47.91,24.68,91.92,6.44,40.37,Watermelon
114.94,21.32,48.08,24.8,86.68,6.44,40.37,Watermelon
117.87,14.79,53.74,26.46,82.5,6.76,46.74,Watermelon
81.33,14.85,50.99,25.15,84.23,6.79,50.53,Watermelon
91.57,21.89,50.49,23.61,86.07,6.6,50.1,Watermelon
108.92,13.3,50.84,24.32,86.02,6.99,45.03,Watermelon
92.4,13.06,50.32,24.7,86.05,6.71,52.67,Watermelon
82.32,23.72,52.34,26.12,85.93,6.56,55.16,Watermelon
119.24,11.54,52.7,25.44,84.68,6.12,48.58,Watermelon
90.03,14.6,47.25,25.16,83.98,6.52,41.93,Watermelon
85.54,19.76,48.01,26.31,85.56,6.65,57.05,Watermelon
96.9,13.91,52.18,25.88,84.53,6.85,48.94,Watermelon
100.33,17.63,47.66,25.56,88.49,6.61,50.16,Watermelon
98.38,19.57,51.87,25.96,84.17,6.58,52.4,Watermelon
89.93,18.55,44.6,25.86,86.65,6.69,48.02,Watermelon
103.09,26.4,53.53,25.48,85.35,6.78,42.5,Watermelon
96.77,25.85,52.44,25.78,81.24,6.49,47.05,Watermelon
103.31,12.44,47.44,23.95,88.05,6.4,50.79,Watermelon
99.98,10.83,46.85,24.75,83.19,6.59,46.02,Watermelon
117.46,23.92,52.02,25.41,88.79,6.45,49.84,Watermelon
101.7,21.89,51.59,25.14,83.67,6.66,53.58,Watermelon
96.07,7.58,49.48,25.97,89.51,6.2,47.87,Watermelon
96.11,25.97,49.91,24.82,86.4,6.4,43.88,Watermelon
91.07,28.34,50.96,25.58,84.38,6.57,51.4,Watermelon
102.92,18.22,52.17,25.52,82.56,6.35,40.1,Watermelon
120.27,22.89,47.92,25.29,83.41,6.89,42.9,Watermelon
101.14,16.82,52.07,25.42,80.6,6.44,45.14,Watermelon
100.8,26.46,45.65,24.9,83.62,6.4,53.7,Watermelon
98.26,20.1,48.44,25.67,86.94,6.32,53.91,Watermelon
100.52,24.03,49.5,25.79,84.9,6.48,51.29,Watermelon
105.37,9.69,53.58,24.11,83.29,6.48,52.06,Watermelon
115.76,5.89,48.73,23.9,85.08,6.57,57.95,Watermelon
101.21,24.03,51.46,25.17,81.48,6.57,42.54,Watermelon
112.95,16.49,52.99,25.14,85.67,6.55,49.77,Watermelon
95.67,19.95,47.68,24.59,88.11,6.68,50.33,Watermelon
116.65,15.83,53.31,25.63,82.44,6.96,54.95,Watermelon
98.79,22.04,48.99,26.12,79.02,6.25,54.9,Watermelon
97.5,18.8,46.63,26.89,87.98,6.45,47.98,Watermelon
110.3,29.89,52.38,27.13,82.69,6.3,44.06,Watermelon
104.42,18.6,49.62,26.11,88.08,6.12,47.02,Watermelon
108.2,14.58,48.0,26.26,81.78,6.42,51.64,Watermelon
94.26,22.39,48.58,26.56,84.69,6.67,53.73,Watermelon
93.72,5.0,50.9,25.55,86.39,6.44,47.85,Watermelon
120.08,8.3,51.83,25.07,84.16,6.42,45.98,Watermelon
105.71,26.19,51.18,25.58,82.53,6.63,60.78,Watermelon
96.19,15.15,48.6,25.13,78.14,6.6,45.77,Watermelon
83.9,22.21,47.29,25.25,88.67,6.15,42.34,Watermelon
102.69,24.68,46.06,25.81,86.45,5.99,53.99,Watermelon
108.77,15.55,53.13,26.35,85.26,6.39,45.14,Watermelon
99.62,21.06,49.19,23.85,88.17,6.55,48.1,Watermelon
108.57,27.03,43.0,25.83,81.43,6.62,50.64,Watermelon
106.36,14.38,45.32,25.16,86.02,6.75,44.14,Watermelon
110.27,13.45,50.91,25.12,85.46,6.72,43.86,Watermelon
93.2,18.66,56.0,24.85,90.1,7.0,49.51,Watermelon
97.02,13.17,49.83,24.44,84.81,6.87,46.94,Watermelon
97.59,6.87,50.94,25.7,85.16,6.45,48.54,Watermelon
105.02,17.32,50.79,25.66,87.81,6.67,50.96,Watermelon
115.18,20.13,53.26,25.96,80.4,6.83,50.68,Watermelon
99.48,19.26,49.14,25.67,83.52,6.82,49.43,Watermelon
96.17,11.72,50.67,25.64,85.97,6.24,41.99,Watermelon
106.26,26.78,47.43,26.69,85.71,6.5,48.01,Watermelon
86.15,23.67,48.06,24.92,87.48,6.03,42.38,Watermelon
99.82,19.33,51.21,25.27,91.33,6.44,48.85,Watermelon
92.03,18.27,51.54,26.4,81.28,6.44,52.23,Watermelon
105.87,17.54,51.36,24.89,88.89,6.75,43.28,Watermelon
89.25,10.96,51.69,24.54,84.17,6.61,49.67,Watermelon
102.59,10.84,51.49,25.04,84.19,6.56,50.52,Watermelon
100.24,12.81,49.25,25.5,81.56,6.38,51.94,Watermelon
87.23,24.73,53.17,24.57,88.39,6.46,52.09,Watermelon
95.03,23.27,51.02,24.89,82.09,6.13,50.94,Watermelon
105.72,21.57,49.71,24.63,83.29,6.79,47.58,Watermelon
101.43,10.78,50.84,25.16,87.62,6.69,47.52,Watermelon
98.73,14.06,46.45,24.86,85.5,6.58,50.74,Watermelon
96.98,23.33,50.16,26.03,80.57,5.52,51.42,Watermelon
85.75,16.17,49.24,26.69,86.0,6.54,54.18,Watermelon
103.68,14.64,52.68,24.67,85.81,6.11,51.02,Watermelon
101.93,27.98,46.09,25.05,87.06,6.58,50.9,Watermelon
90.44,13.81,53.11,25.46,85.94,6.47,44.08,Watermelon
109.34,20.65,55.76,27.49,93.53,6.14,25.39,Muskmelon
109.77,5.0,49.49,27.72,91.62,6.48,27.8,Muskmelon
98.67,18.78,50.29,28.0,91.14,6.62,25.74,Muskmelon
103.95,12.46,48.85,27.91,90.58,6.06,23.5,Muskmelon
105.23,13.42,47.45,27.59,91.93,6.33,30.41,Muskmelon
110.55,23.9,52.92,27.5,90.97,6.18,28.34,Muskmelon
94.53,9.68,48.92,27.88,92.84,6.45,22.93,Muskmelon
106.86,13.51,49.61,28.34,91.7,6.29,26.48,Muskmelon
91.42,15.1,51.39,29.03,93.26,6.49,26.33,Muskmelon
89.27,18.22,49.93,28.16,92.65,6.48,24.22,Muskmelon
100.59,9.83,49.2,28.7,92.9,6.4,29.74,Muskmelon
86.39,10.57,54.28,28.02,92.2,6.16,26.12,Muskmelon
105.44,10.66,49.65,27.83,92.82,6.18,28.13,Muskmelon
109.16,15.23,49.46,27.93,91.53,6.31,24.32,Muskmelon
116.13,23.42,52.34,28.18,91.1,6.39,27.43,Muskmelon
87.42,21.48,55.81,28.53,94.27,6.44,27.42,Muskmelon
92.82,22.47,51.64,28.14,94.15,6.29,24.53,Muskmelon
100.95,11.06,50.57,27.14,93.81,6.41,23.7,Muskmelon
91.66,16.03,51.72,28.27,91.62,6.23,26.64,Muskmelon
92.78,17.87,50.31,28.16,93.57,6.15,20.22,Muskmelon
94.33,28.76,55.06,28.92,92.26,6.04,20.0,Muskmelon
93.86,16.26,53.25,28.43,92.78,6.22,22.6,Muskmelon
102.54,21.86,50.98,27.48,93.31,6.49,22.32,Muskmelon
92.16,21.8,49.41,28.79,93.13,6.3,24.97,Muskmelon
100.63,12.95,47.72,28.35,93.56,6.52,28.79,Muskmelon
94.58,27.96,47.75,27.49,90.3,6.31,23.74,Muskmelon
105.26,19.02,47.02,27.8,92.04,6.04,22.55,Muskmelon
92.29,26.46,50.48,28.33,90.63,6.64,28.25,Muskmelon
80.02,13.09,51.24,28.32,91.65,6.34,23.51,Muskmelon
101.1,24.98,48.07,28.5,91.52,6.23,27.05,Muskmelon
109.22,22.82,46.71,27.77,93.53,6.41,22.32,Muskmelon
104.58,13.03,54.49,28.77,93.26,6.67,25.16,Muskmelon
107.65,26.74,50.61,27.87,90.37,6.38,27.06,Muskmelon
109.46,20.65,48.65,27.01,91.88,6.34,24.22,Muskmelon
106.19,29.91,50.31,27.89,92.18,6.42,22.93,Muskmelon
101.2,20.32,50.52,28.23,93.04,6.05,26.59,Muskmelon
93.29,10.65,47.24,28.22,92.22,6.06,26.2,Muskmelon
85.6,18.37,50.6,28.44,94.73,6.13,24.87,Muskmelon
97.24,20.21,50.54,27.82,91.95,6.18,27.47,Muskmelon
104.59,23.24,49.22,27.67,91.15,6.47,22.4,Muskmelon
118.49,9.33,50.68,28.78,93.25,6.44,22.58,Muskmelon
86.18,22.31,53.77,27.78,91.08,5.91,22.55,Muskmelon
98.86,27.49,51.68,28.15,92.0,6.28,28.51,Muskmelon
102.01,5.0,48.32,27.57,91.82,6.51,24.73,Muskmelon
99.23,25.71,48.26,28.93,91.66,6.42,24.3,Muskmelon
101.23,20.28,51.08,27.62,91.1,6.9,23.79,Muskmelon
106.99,7.45,49.3,27.94,93.09,5.86,25.42,Muskmelon
88.5,19.53,47.41,27.57,92.16,6.19,23.81,Muskmelon
88.07,6.04,52.54,27.35,92.28,6.55,23.46,Muskmelon
91.75,18.91,52.79,27.42,92.31,6.05,24.02,Muskmelon
100.34,12.16,48.86,27.3,92.6,6.61,22.26,Muskmelon
93.77,20.64,53.03,27.25,92.29,6.46,24.74,Muskmelon
75.23,20.63,53.8,28.06,91.21,6.3,29.42,Muskmelon
109.1,21.5,50.89,27.67,92.25,6.38,26.37,Muskmelon
115.09,24.49,46.45,28.11,93.42,6.52,23.43,Muskmelon
129.14,9.52,47.29,28.12,95.15,6.23,24.34,Muskmelon
110.77,17.39,49.16,28.28,92.84,6.61,28.23,Muskmelon
103.07,19.32,50.54,28.24,92.57,6.4,27.99,Muskmelon
115.16,8.08,50.03,27.66,92.11,6.48,26.67,Muskmelon
98.88,5.54,47.59,28.45,89.07,6.64,26.3,Muskmelon
113.16,16.26,44.85,28.22,94.09,6.58,23.34,Muskmelon
100.87,14.17,47.95,28.48,91.0,6.22,22.24,Muskmelon
85.1,18.42,52.9,27.91,90.62,6.57,29.21,Muskmelon
93.54,14.51,51.29,28.81,91.85,6.13,26.58,Muskmelon
107.99,17.54,48.6,28.5,93.16,6.25,25.12,Muskmelon
86.48,21.79,49.34,27.78,92.46,6.41,27.24,Muskmelon
105.91,16.52,51.91,28.2,91.97,6.38,24.63,Muskmelon
105.05,15.21,49.02,28.98,93.67,6.25,26.43,Muskmelon
101.18,19.95,50.34,28.59,92.93,6.39,27.61,Muskmelon
102.33,18.26,50.79,27.95,92.51,6.28,23.12,Muskmelon
90.01,8.8,47.8,27.91,92.63,6.35,20.0,Muskmelon
115.75,24.29,51.11,28.95,91.28,6.78,22.59,Muskmelon
102.39,9.54,50.04,28.19,92.31,6.54,25.25,Muskmelon
94.78,13.96,52.03,27.67,93.64,6.64,20.83,Muskmelon
111.33,30.38,50.63,28.3,93.8,6.34,25.46,Muskmelon
86.86,18.37,51.25,28.26,93.83,6.25,23.67,Muskmelon
118.96,16.56,50.5,27.97,91.47,6.72,23.68,Muskmelon
88.73,14.68,45.0,27.67,91.29,6.52,23.32,Muskmelon
108.88,26.24,51.95,27.89,92.68,6.1,24.67,Muskmelon
91.4,21.84,56.43,28.25,90.01,6.33,25.31,Muskmelon
100.87,12.93,50.61,27.38,91.32,6.53,22.46,Muskmelon
105.38,8.94,54.41,27.61,92.22,6.47,23.59,Muskmelon
101.43,21.1,52.4,28.4,92.29,6.37,30.87,Muskmelon
109.5,11.74,50.25,27.83,92.33,6.15,23.97,Muskmelon
118.12,21.12,43.77,28.61,93.86,6.33,26.79,Muskmelon
91.41,14.56,53.75,27.86,90.16,6.39,24.8,Muskmelon
111.98,17.59,48.95,28.52,92.65,6.25,27.89,Muskmelon
101.94,17.52,50.44,27.46,91.84,6.4,24.51,Muskmelon
112.72,18.86,52.14,28.0,93.82,6.48,25.03,Muskmelon
99.87,11.53,51.27,27.98,91.87,6.62,21.87,Muskmelon
95.78,23.92,50.79,27.98,92.81,6.44,21.21,Muskmelon
96.51,27.6,48.35,27.84,91.82,6.38,23.54,Muskmelon
104.87,18.73,51.93,27.47,92.07,6.35,26.14,Muskmelon
92.07,23.22,52.97,27.51,91.89,6.29,31.58,Muskmelon
95.7,27.99,46.83,27.51,91.64,6.23,24.33,Muskmelon
92.91,12.38,52.9,28.61,93.69,6.5,25.23,Muskmelon
95.03,11.54,50.91,27.41,91.26,6.63,29.75,Muskmelon
103.93,24.42,49.39,27.33,93.27,6.51,25.18,Muskmelon
97.58,23.51,47.54,27.61,91.24,6.42,22.28,Muskmelon
93.16,13.09,49.35,27.26,92.61,6.65,25.34,Muskmelon
37.13,140.84,201.94,22.56,92.53,6.19,108.04,Apple
15.73,135.58,197.17,21.78,92.5,5.98,102.94,Apple
28.53,138.54,197.18,23.45,90.55,6.53,107.94,Apple
28.41,120.67,199.84,22.67,92.39,5.86,105.27,Apple
34.57,132.69,203.85,22.11,91.96,6.2,101.89,Apple
19.92,139.36,197.07,21.14,94.84,5.65,110.92,Apple
27.93,114.93,199.33,22.84,92.94,6.23,108.06,Apple
31.95,128.19,196.47,21.53,90.67,6.25,102.43,Apple
29.21,130.84,199.74,23.52,91.95,6.15,110.19,Apple
26.55,145.0,196.4,23.47,93.32,5.88,118.15,Apple
15.95,129.24,196.98,22.81,91.11,6.11,109.07,Apple
24.5,134.93,199.33,21.68,96.0,5.88,98.91,Apple
22.24,124.58,202.07,22.74,93.0,5.91,108.6,Apple
25.18,131.99,202.09,22.75,93.13,6.12,114.42,Apple
29.3,134.74,202.97,22.0,91.43,5.7,110.91,Apple
15.91,135.39,199.73,23.35,91.66,5.95,115.61,Apple
36.14,128.25,200.45,22.72,92.97,5.93,116.41,Apple
15.69,129.87,201.12,22.84,94.19,6.3,108.57,Apple
35.62,128.04,202.33,23.86,94.02,6.03,108.34,Apple
17.95,134.44,197.21,21.91,91.01,5.88,109.86,Apple
29.21,128.75,202.67,22.34,91.52,6.06,119.82,Apple
29.59,130.23,196.18,22.34,92.79,5.9,101.67,Apple
22.18,141.59,203.59,21.84,93.34,5.71,117.02,Apple
29.03,138.44,195.71,23.01,92.49,6.21,114.57,Apple
27.91,128.74,201.95,22.45,91.41,5.77,102.61,Apple
24.31,139.39,200.44,22.1,93.51,5.79,110.48,Apple
26.38,137.37,196.06,21.86,90.45,5.94,116.06,Apple
24.34,129.31,202.18,23.3,92.39,6.17,104.62,Apple
36.11,145.0,201.3,20.94,91.8,6.15,107.89,Apple
35.45,136.18,198.23,22.52,91.38,5.95,107.23,Apple
34.84,145.0,196.42,21.06,92.19,5.62,110.23,Apple
32.18,141.84,200.5,22.36,90.03,6.01,110.36,Apple
31.49,128.07,198.91,21.39,89.64,5.72,102.15,Apple
29.6,129.26,198.65,21.76,88.46,6.38,105.0,Apple
24.92,123.41,202.43,22.61,91.47,5.9,118.39,Apple
27.04,131.36,197.65,21.08,92.3,6.08,115.5,Apple
13.45,125.47,198.55,22.5,92.32,5.97,112.04,Apple
21.85,138.34,201.08,22.26,94.5,6.39,114.66,Apple
8.63,142.37,201.99,24.0,94.05,6.39,114.39,Apple
35.93,144.96,200.54,21.32,92.12,6.1,110.37,Apple
19.71,122.31,198.15,23.11,94.48,6.23,115.29,Apple
26.99,121.61,198.86,22.31,91.88,6.01,112.21,Apple
32.83,130.76,195.24,22.14,92.55,6.31,107.16,Apple
30.7,134.31,200.11,23.2,91.67,5.86,109.94,Apple
23.5,135.68,198.22,22.67,92.37,6.05,107.7,Apple
25.38,133.1,200.51,22.5,94.63,5.75,109.68,Apple
17.66,134.83,197.21,22.29,92.03,6.07,107.24,Apple
23.78,141.47,200.71,22.08,92.19,6.41,108.82,Apple
23.19,128.22,198.63,22.05,90.9,5.72,105.85,Apple
31.2,130.12,199.48,23.45,94.12,5.93,106.85,Apple
22.1,136.83,199.49,22.21,91.48,5.81,111.6,Apple
19.28,138.72,198.67,22.39,90.83,6.0,108.36,Apple
27.19,141.7,200.44,21.9,91.61,6.15,116.49,Apple
29.26,136.8,201.52,23.56,90.06,6.17,114.92,Apple
19.13,126.96,197.87,21.95,91.9,6.06,114.33,Apple
34.26,127.26,197.89,23.49,93.31,6.02,112.37,Apple
27.31,135.78,199.16,22.7,90.61,5.83,106.61,Apple
25.16,126.71,198.67,21.36,93.19,5.98,101.47,Apple
22.28,134.6,198.64,21.98,92.41,6.09,102.82,Apple
30.94,127.5,199.96,22.47,91.84,5.74,108.57,Apple
37.66,123.99,204.23,22.31,92.54,5.73,106.14,Apple
24.36,125.96,199.48,22.19,94.81,5.71,110.51,Apple
29.05,125.81,201.72,22.2,89.38,6.16,104.42,Apple
20.95,136.8,199.13,23.19,94.01,5.84,113.97,Apple
22.78,145.0,198.27,23.27,93.55,6.08,106.65,Apple
26.55,119.04,200.56,22.76,92.67,5.26,103.67,Apple
22.82,134.32,200.72,22.37,93.29,5.74,113.05,Apple
30.47,134.86,199.54,23.87,93.12,5.76,111.24,Apple
32.2,128.82,202.72,22.79,89.57,6.07,107.97,Apple
30.86,138.4,200.49,23.75,92.28,6.16,114.02,Apple
26.89,137.37,198.51,22.18,90.86,6.06,111.63,Apple
34.87,137.44,199.29,21.62,93.04,6.28,113.78,Apple
34.28,131.18,198.83,21.95,92.43,5.98,111.03,Apple
26.69,131.66,198.06,23.21,92.6,5.96,106.26,Apple
19.18,140.67,201.39,21.28,93.45,6.23,110.62,Apple
37.49,133.85,196.46,22.77,92.81,5.85,112.87,Apple
17.08,138.69,197.8,21.76,92.36,6.11,110.82,Apple
22.86,129.34,197.17,22.33,93.84,6.0,114.3,Apple
36.6,128.82,199.53,24.13,94.31,5.58,111.94,Apple
27.5,137.67,198.14,21.87,91.65,5.86,114.08,Apple
20.12,128.61,195.53,23.26,94.09,5.92,108.51,Apple
30.33,141.72,201.02,21.98,90.48,5.72,110.37,Apple
23.4,133.72,198.62,21.71,91.03,6.39,114.44,Apple
38.32,135.87,198.93,23.49,92.46,6.06,109.79,Apple
9.08,142.53,201.23,22.75,92.42,6.04,107.01,Apple
31.35,124.33,200.47,22.92,92.25,6.09,105.04,Apple
21.46,133.98,201.7,21.09,93.15,5.86,109.04,Apple
19.13,127.18,202.42,22.52,92.02,5.97,112.45,Apple
30.25,132.03,202.73,23.23,93.02,6.01,113.29,Apple
29.46,139.13,202.25,21.74,91.14,5.82,114.88,Apple
17.65,134.97,200.91,23.37,92.73,5.66,105.2,Apple
20.11,129.14,199.54,21.63,94.34,5.67,116.73,Apple
34.91,138.11,198.27,22.76,90.9,6.23,109.63,Apple
24.94,124.85,193.81,21.72,93.89,5.9,109.15,Apple
31.6,143.79,203.31,21.77,90.07,6.59,121.34,Apple
28.68,124.56,202.41,22.42,92.36,6.22,111.67,Apple
20.09,130.47,201.65,22.88,92.83,6.23,108.19,Apple
28.62,111.4,198.88,23.07,92.01,5.88,104.79,Apple
33.77,135.93,202.06,21.21,92.3,5.93,108.6,Apple
23.65,130.34,202.12,21.07,94.72,6.12,109.79,Apple
33.17,12.74,8.34,21.74,94.21,6.73,112.25,Orange
23.82,22.43,14.19,28.72,92.4,7.0,112.89,Orange
30.67,25.56,12.76,21.71,93.3,6.61,105.38,Orange
25.82,19.62,5.85,27.88,89.04,7.77,117.51,Orange
25.87,20.05,10.76,18.82,92.74,6.7,109.53,Orange
28.63,13.43,10.1,23.52,92.66,6.67,115.69,Orange
25.29,21.14,13.24,22.0,92.77,6.71,116.19,Orange
25.89,26.42,9.74,17.13,93.35,6.64,113.1,Orange
10.44,20.03,8.85,15.85,91.81,6.53,109.76,Orange
18.95,21.58,13.42,24.26,93.51,7.16,116.18,Orange
39.19,17.5,8.2,27.4,93.39,7.04,119.45,Orange
27.57,22.13,7.55,35.85,92.08,6.63,108.27,Orange
23.47,16.35,8.69,13.96,91.52,7.48,113.68,Orange
33.29,25.89,14.59,11.43,90.96,6.45,107.65,Orange
25.62,17.77,10.55,22.72,91.6,5.93,105.04,Orange
24.07,18.76,7.18,19.43,91.09,6.7,104.63,Orange
22.19,13.46,9.62,17.08,93.63,6.9,109.65,Orange
22.52,21.9,11.73,23.39,94.5,6.92,114.57,Orange
28.33,23.38,8.01,19.64,92.94,6.88,112.54,Orange
34.38,12.88,7.56,23.93,91.59,8.02,112.58,Orange
27.01,17.42,8.8,22.69,92.64,6.58,108.63,Orange
35.9,26.92,10.63,14.12,93.17,7.33,116.85,Orange
32.09,27.11,10.13,26.43,91.65,6.86,116.65,Orange
23.82,15.69,10.24,21.08,93.31,6.58,118.59,Orange
19.44,26.27,8.09,11.28,92.8,6.65,104.45,Orange
16.99,19.96,12.44,26.16,92.57,6.93,109.86,Orange
18.56,12.9,9.49,21.5,93.56,7.03,113.03,Orange
25.75,13.1,11.03,25.78,89.51,6.44,106.54,Orange
28.24,15.98,9.9,21.18,92.3,6.48,106.81,Orange
20.75,21.9,11.43,17.68,94.4,6.63,117.65,Orange
23.49,9.87,11.01,24.05,92.54,6.51,109.83,Orange
24.3,18.49,12.1,23.65,93.26,6.66,108.29,Orange
20.29,18.15,5.0,18.81,92.4,6.96,108.66,Orange
29.67,9.1,9.86,12.0,90.99,6.68,116.38,Orange
29.82,20.09,9.95,18.04,91.82,6.91,103.07,Orange
31.21,18.06,12.06,28.51,90.41,6.53,105.72,Orange
16.17,14.84,16.1,26.31,94.9,7.06,106.29,Orange
25.11,22.94,11.09,18.89,90.61,7.98,109.29,Orange
25.46,20.57,9.39,23.27,94.11,6.7,104.19,Orange
26.49,17.68,13.56,29.82,92.63,6.27,103.87,Orange
27.59,21.68,9.06,19.5,91.76,6.74,98.09,Orange
20.62,16.86,13.02,17.41,92.73,6.83,116.49,Orange
35.39,19.71,8.81,18.35,92.2,6.59,112.77,Orange
30.13,22.96,13.15,34.14,92.66,7.16,108.24,Orange
34.91,25.31,12.52,23.09,91.66,6.23,109.8,Orange
37.08,18.45,11.96,27.77,92.15,7.24,95.46,Orange
19.86,15.42,7.95,24.6,92.86,6.9,112.98,Orange
21.56,13.91,10.99,18.56,90.54,7.11,116.98,Orange
37.23,20.94,11.56,31.06,91.7,7.17,111.38,Orange
33.21,20.93,13.24,23.9,90.65,7.29,105.26,Orange
35.33,19.55,12.94,29.59,93.04,6.94,112.11,Orange
14.91,20.59,7.21,23.57,91.07,6.31,118.02,Orange
34.18,19.98,10.46,20.95,93.21,6.5,114.97,Orange
25.92,17.9,10.05,18.81,92.91,6.55,112.34,Orange
35.1,16.4,9.67,25.38,91.96,6.92,112.78,Orange
34.27,16.97,7.64,20.58,91.29,6.96,104.19,Orange
